band,contrast,channel,mean_difference_db,p_value,rank_biserial,holm_p_value,significant_0_05
beta,hands_minus_feet,FC1,-0.32963575139391005,3.630606839007711e-05,-0.5157318741450069,0.0021057519666244726,True
beta,hands_minus_feet,FCz,-0.29873632398048305,6.995173901571965e-05,-0.49658002735978113,0.003847345645864581,True
beta,hands_minus_feet,FC2,-0.3345134307485396,3.5163335238853462e-06,-0.5792065663474693,0.00021449634495700613,True
beta,hands_minus_feet,FC4,-0.37008205065393257,4.388852462942377e-05,-0.5102599179206566,0.002501645903877155,True
beta,hands_minus_feet,FC6,-0.3173307114079732,0.01786796864236143,-0.2957592339261286,0.6968507770520957,False
beta,hands_minus_feet,C5,-0.3534189513500713,0.0007833233752082665,-0.4194254445964432,0.03681619863478853,True
beta,hands_minus_feet,C3,-0.58800890429829,2.418470926393516e-07,-0.6448700410396717,1.54782139289185e-05,True
beta,hands_minus_feet,C1,-0.32056921809877076,4.913509901028136e-05,-0.5069767441860465,0.002751565544575756,True
beta,hands_minus_feet,Cz,-0.21231389428857664,0.0063787746616860526,-0.34062927496580025,0.2679085357908142,False
beta,hands_minus_feet,C2,-0.2728226389019158,0.00024281015552996124,-0.4582763337893297,0.012383317932028024,True
beta,hands_minus_feet,C4,-0.5562143103803501,1.1906681427869757e-06,-0.6065663474692202,7.501209299557946e-05,True
beta,hands_minus_feet,C6,-0.37368749777955557,0.001175762974371964,-0.4051983584131327,0.05173357087236642,False
beta,hands_minus_feet,CP5,-0.3809785800040064,0.0005240247253846503,-0.43310533515731875,0.025153186818463215,True
beta,hands_minus_feet,CP3,-0.4678195732617941,6.995173901571965e-05,-0.49658002735978113,0.003847345645864581,True
beta,hands_minus_feet,CP1,-0.24435680178502386,0.006047873402238732,-0.34281805745554034,0.2600585562962655,False
beta,hands_minus_feet,CPz,-0.0971560135627146,0.13801417559032886,-0.18522571819425446,1.0,False
beta,hands_minus_feet,CP2,-0.15107994470419062,0.04315738855902808,-0.252530779753762,1.0,False
beta,hands_minus_feet,CP4,-0.4096337607682453,0.0002831023126272324,-0.4533515731874145,0.01415511563136162,True
beta,hands_minus_feet,CP6,-0.3515337760536064,0.001140091852414254,-0.4062927496580027,0.05130413335864143,False
beta,hands_minus_feet,Fp1,-0.04584441239259049,0.7210067043843778,-0.04459644322845417,1.0,False
beta,hands_minus_feet,Fpz,-0.13893870783937579,0.20461218135458026,-0.15841313269493845,1.0,False
beta,hands_minus_feet,Fp2,-0.15293457894193105,0.1589130141316789,-0.1759233926128591,1.0,False
beta,hands_minus_feet,AF7,-0.01821439657647659,0.6313674501963398,-0.059917920656634746,1.0,False
beta,hands_minus_feet,AF3,-0.2046038008336298,0.051978489292845334,-0.2426812585499316,1.0,False
beta,hands_minus_feet,AFz,-0.32161287204910993,0.00010633201111100029,-0.48399452804377563,0.005635596588883015,True
beta,hands_minus_feet,AF4,-0.31231059161979413,0.029589277595191588,-0.27168262653898767,1.0,False
beta,hands_minus_feet,AF8,-0.3638475484117564,0.15003464093740485,-0.17975376196990425,1.0,False
beta,hands_minus_feet,F7,-0.1195917645760077,0.11319205781694147,-0.19781121751025993,1.0,False
beta,hands_minus_feet,F5,-0.17525478492359425,0.02926286878001426,-0.2722298221614227,1.0,False
beta,hands_minus_feet,F3,-0.267439691921988,0.0011054234089387831,-0.40738714090287276,0.05084947681118403,False
beta,hands_minus_feet,F1,-0.41011967710879094,3.442555913776768e-06,-0.5797537619699042,0.00021343846665415964,True
beta,hands_minus_feet,Fz,-0.4066829424398656,1.9932442280561453e-05,-0.5326949384404924,0.0011760140945531257,True
beta,hands_minus_feet,F2,-0.4537893574975612,1.9544844802296367e-05,-0.5332421340629275,0.001172690688137782,True
beta,hands_minus_feet,F4,-0.39564145248823146,0.0003351808016780025,-0.4478796169630643,0.016423859282222123,True
beta,hands_minus_feet,F6,-0.423654613620787,0.029918812848487224,-0.2711354309165527,1.0,False
beta,hands_minus_feet,F8,-0.32686048239042426,0.08546117464154006,-0.21477428180574556,1.0,False
beta,hands_minus_feet,FT7,-0.3000683345952965,0.04407045619718317,-0.25143638850889194,1.0,False
beta,hands_minus_feet,FT8,-0.32550365243711027,0.04407045619718317,-0.25143638850889194,1.0,False
beta,hands_minus_feet,T7,-0.23112233092286324,0.0954625584818073,-0.20820793433652532,1.0,False
beta,hands_minus_feet,T8,-0.15962511651021768,0.0989974052720025,-0.20601915184678524,1.0,False
beta,hands_minus_feet,T9,-0.05989772042193722,0.5180785918276372,-0.08071135430916553,1.0,False
beta,hands_minus_feet,T10,-0.09673787970624316,0.12566410650914608,-0.19124487004103968,1.0,False
beta,hands_minus_feet,TP7,-0.14582235261880164,0.09202951033380775,-0.2103967168262654,1.0,False
beta,hands_minus_feet,TP8,0.04233714225584255,0.7741081302864262,-0.035841313269493844,1.0,False
beta,hands_minus_feet,P7,-0.14697721183058898,0.11723622901779814,-0.19562243502051985,1.0,False
beta,hands_minus_feet,P5,-0.1972425367696783,0.02926286878001426,-0.2722298221614227,1.0,False
beta,hands_minus_feet,P3,-0.2517499020709828,0.007278414962002376,-0.33515731874145005,0.29113659848009504,False
beta,hands_minus_feet,P1,-0.1846945704290861,0.04270688249541961,-0.253077975376197,1.0,False
beta,hands_minus_feet,Pz,-0.15825702150105184,0.08155206516290928,-0.21751025991792067,1.0,False
beta,hands_minus_feet,P2,-0.1602629529642045,0.0660403713984148,-0.22954856361149112,1.0,False
beta,hands_minus_feet,P4,-0.17183352999358456,0.02335589659664794,-0.28317373461012313,0.8875240706726217,False
beta,hands_minus_feet,P6,-0.061232982086947045,0.11621470423273955,-0.19616963064295487,1.0,False
beta,hands_minus_feet,P8,0.01578198913148466,0.8557058110177973,0.02270861833105335,1.0,False
beta,hands_minus_feet,PO7,-0.01520396946198613,0.5793783326077256,-0.0692202462380301,1.0,False
beta,hands_minus_feet,PO3,-0.10730532676469007,0.1681833926220061,-0.17209302325581396,1.0,False
beta,hands_minus_feet,POz,0.014417744219080512,0.9563200784601912,-0.006839945280437756,1.0,False
beta,hands_minus_feet,PO4,0.08450770119270551,0.8971503335665718,0.016142270861833105,1.0,False
beta,hands_minus_feet,PO8,0.14765156809251423,0.18212298212442657,0.16662106703146376,1.0,False
beta,hands_minus_feet,O1,-0.0017016827971111617,0.9493400416343301,-0.007934336525307797,1.0,False
beta,hands_minus_feet,Oz,0.03281111787926935,0.9040882831359195,0.015047879616963064,1.0,False
beta,hands_minus_feet,O2,0.13529969251414833,0.15003464093740485,0.17975376196990425,1.0,False
beta,hands_minus_feet,Iz,-0.009177957010757442,0.6251485874277607,-0.06101231190150479,1.0,False
beta,motor_imagery_minus_rest,FC5,-0.4737766008884077,7.993709167951152e-09,-0.7203830369357045,2.803862919326243e-07,True
beta,motor_imagery_minus_rest,FC3,-0.6354538318254792,1.011039149089635e-10,-0.8073871409028728,5.055195745448175e-09,True
beta,motor_imagery_minus_rest,FC1,-0.7366353536004707,2.461961254393646e-11,-0.8336525307797538,1.4033179150043783e-09,True
beta,motor_imagery_minus_rest,FCz,-0.7920155458374771,7.951334533043528e-13,-0.8943912448700411,5.088854101147858e-11,True
beta,motor_imagery_minus_rest,FC2,-0.6691534817675042,5.233827776147305e-12,-0.8615595075239398,3.192634943449856e-10,True
beta,motor_imagery_minus_rest,FC4,-0.4879995283042998,3.935102111482169e-09,-0.7351573187414501,1.5740408445928677e-07,True
beta,motor_imagery_minus_rest,FC6,-0.29480051608981694,4.924285510099267e-06,-0.5704514363885089,9.445042796827347e-05,True
beta,motor_imagery_minus_rest,C5,-0.6098004383301229,3.7587580064120146e-10,-0.7822161422708618,1.766616263013647e-08,True
beta,motor_imagery_minus_rest,C3,-0.8640167522461222,3.5189843449385316e-11,-0.8270861833105335,1.9354413897161925e-09,True
beta,motor_imagery_minus_rest,C1,-0.87888292256074,2.5620691204134024e-12,-0.8741450068399452,1.6141035458604436e-10,True
beta,motor_imagery_minus_rest,Cz,-0.8007100902988763,1.770269043283623e-11,-0.839671682626539,1.0444587355373375e-09,True
beta,motor_imagery_minus_rest,C2,-0.7807459879672265,8.552196652460772e-12,-0.8528043775649795,5.131317991476463e-10,True
beta,motor_imagery_minus_rest,C4,-0.7720208866132005,4.215609046769438e-12,-0.8653898768809849,2.6136776089970517e-10,True
beta,motor_imagery_minus_rest,C6,-0.48687151551840585,3.9619414438657504e-08,-0.6859097127222982,1.1489630187210675e-06,True
beta,motor_imagery_minus_rest,CP5,-0.6954702654095346,4.4479094083175e-10,-0.7789329685362517,2.04603832782605e-08,True
beta,motor_imagery_minus_rest,CP3,-0.8509142758135524,2.2506777251668143e-11,-0.8352941176470589,1.3053930805967523e-09,True
beta,motor_imagery_minus_rest,CP1,-0.7802725737227927,6.160890908938787e-11,-0.8166894664842681,3.142054363558781e-09,True
beta,motor_imagery_minus_rest,CPz,-0.6847510198927789,1.5386589570190227e-09,-0.7543091655266758,6.7700994108837e-08,True
beta,motor_imagery_minus_rest,CP2,-0.7202310878712377,2.944396958668849e-11,-0.8303693570451436,1.6488622968545553e-09,True
beta,motor_imagery_minus_rest,CP4,-0.7684331484064616,3.5189843449385316e-11,-0.8270861833105335,1.9354413897161925e-09,True
beta,motor_imagery_minus_rest,CP6,-0.5357026751462175,5.260998388207388e-09,-0.7291381668946648,2.0517893714008816e-07,True
beta,motor_imagery_minus_rest,Fp1,-0.4774262259140963,4.2521667688666175e-06,-0.574281805745554,8.929550214619896e-05,True
beta,motor_imagery_minus_rest,Fpz,-0.5903261746868885,1.9138792812669777e-08,-0.7017783857729138,6.315801628181026e-07,True
beta,motor_imagery_minus_rest,Fp2,-0.5008520393469954,1.0896771569862264e-06,-0.6087551299589603,2.557794991202403e-05,True
beta,motor_imagery_minus_rest,AF7,-0.46965583991431137,1.0536372360075296e-05,-0.5502051983584131,0.00017911833012128003,True
beta,motor_imagery_minus_rest,AF3,-0.5090495031597313,1.6586624382572456e-07,-0.653625170998632,4.6442548271202874e-06,True
beta,motor_imagery_minus_rest,AFz,-0.6291045098018204,5.1659929329198106e-11,-0.8199726402188783,2.7379762544474997e-09,True
beta,motor_imagery_minus_rest,AF4,-0.3956361855303418,4.2261055853250675e-05,-0.5113543091655267,0.0005289823788420925,True
beta,motor_imagery_minus_rest,AF8,-0.4226809786764982,7.809920124608476e-05,-0.493296853625171,0.0007809920124608477,True
beta,motor_imagery_minus_rest,F7,-0.5214283249961223,6.158033323802538e-09,-0.7258549931600548,2.2795562131968888e-07,True
beta,motor_imagery_minus_rest,F5,-0.5006966412190349,1.0357196714948983e-08,-0.7149110807113543,3.521446883082654e-07,True
beta,motor_imagery_minus_rest,F3,-0.5739874428541571,2.246280018887053e-09,-0.7466484268125855,9.659004081214328e-08,True
beta,motor_imagery_minus_rest,F1,-0.6737089293056616,1.2026270148056563e-10,-0.8041039671682626,5.892872372547716e-09,True
beta,motor_imagery_minus_rest,Fz,-0.7080041701084246,5.982953823217151e-11,-0.8172366621067031,3.1111359880729184e-09,True
beta,motor_imagery_minus_rest,F2,-0.5537966706756295,5.998832139991813e-09,-0.7264021887824897,2.2795562131968888e-07,True
beta,motor_imagery_minus_rest,F4,-0.43251348368131093,5.427584660614947e-07,-0.625718194254446,1.4654478583660358e-05,True
beta,motor_imagery_minus_rest,F6,-0.3307035061112741,1.806505124866747e-05,-0.5354309165526676,0.00028904081997867953,True
beta,motor_imagery_minus_rest,F8,-0.35119117833079955,2.670095747635634e-05,-0.5244870041039672,0.0004005143621453451,True
beta,motor_imagery_minus_rest,FT7,-0.48087749692543497,3.08826942771054e-08,-0.6913816689466484,9.26480828313162e-07,True
beta,motor_imagery_minus_rest,FT8,-0.262023617126603,5.00653728266977e-05,-0.5064295485636114,0.0005507191010936747,True
beta,motor_imagery_minus_rest,T7,-0.38536105682226224,1.0657479130010013e-06,-0.6093023255813953,2.557794991202403e-05,True
beta,motor_imagery_minus_rest,T8,-0.19973572799317948,0.006047873402238732,-0.34281805745554034,0.0181436202067162,True
beta,motor_imagery_minus_rest,T9,-0.27283559721206596,3.3636240630923154e-05,-0.517920656634747,0.0004709073688329242,True
beta,motor_imagery_minus_rest,T10,-0.146300209039453,0.0009762730247358673,-0.4117647058823529,0.0068339111731510705,True
beta,motor_imagery_minus_rest,TP7,-0.43012313702401855,7.794739282122197e-07,-0.6169630642954856,1.9486848205305495e-05,True
beta,motor_imagery_minus_rest,TP8,-0.20057962430641213,0.00199259529426374,-0.386046511627907,0.00797038117705496,True
beta,motor_imagery_minus_rest,P7,-0.4899653542895827,2.402765826776002e-08,-0.6968536251709986,7.688850645683207e-07,True
beta,motor_imagery_minus_rest,P5,-0.5322932993557513,2.724674905360391e-08,-0.6941176470588235,8.446492206617212e-07,True
beta,motor_imagery_minus_rest,P3,-0.6505431952963628,2.3243465525745704e-10,-0.7915184678522572,1.1156863452357938e-08,True
beta,motor_imagery_minus_rest,P1,-0.5790167941805189,9.40864814712108e-10,-0.7641586867305061,4.233891666204486e-08,True
beta,motor_imagery_minus_rest,Pz,-0.5447239202065824,2.4348271083769684e-09,-0.7450068399452804,1.0226273855183267e-07,True
beta,motor_imagery_minus_rest,P2,-0.5125711075105389,3.0977152620333774e-09,-0.7400820793433652,1.2700632574336848e-07,True
beta,motor_imagery_minus_rest,P4,-0.4997021512007597,7.788508109239563e-09,-0.7209302325581395,2.803862919326243e-07,True
beta,motor_imagery_minus_rest,P6,-0.3238743345843311,4.06909522186225e-05,-0.5124487004103967,0.0005289823788420925,True
beta,motor_imagery_minus_rest,P8,-0.25050848945392895,0.0009916155435601628,-0.41121751025991793,0.0068339111731510705,True
beta,motor_imagery_minus_rest,PO7,-0.4308358227745072,1.655738755816027e-06,-0.5983584131326949,3.6426252627952594e-05,True
beta,motor_imagery_minus_rest,PO3,-0.4477804761173091,5.680268702103411e-07,-0.6246238030095759,1.4768698625468868e-05,True
beta,motor_imagery_minus_rest,POz,-0.35022762141811903,4.722521398413673e-06,-0.5715458276333789,9.445042796827347e-05,True
beta,motor_imagery_minus_rest,PO4,-0.24551561086213283,0.0015464448061097177,-0.3953488372093023,0.007732224030548589,True
beta,motor_imagery_minus_rest,PO8,-0.16990443903829255,0.05984047195897019,-0.23502051983584132,0.05984047195897019,False
beta,motor_imagery_minus_rest,O1,-0.40801860607571394,9.141848973305076e-06,-0.5540355677154583,0.00016455328151949137,True
beta,motor_imagery_minus_rest,Oz,-0.3101142415867947,0.00021157381528890066,-0.46265389876880986,0.0016925905223112052,True
beta,motor_imagery_minus_rest,O2,-0.2307529508952202,0.012426492675267228,-0.3121751025991792,0.024852985350534457,True
beta,motor_imagery_minus_rest,Iz,-0.29127324997921344,0.00011022498495912008,-0.4829001367989056,0.0009920248646320808,True
